id,regnum,website,IsValid,facebooklink,linkedinlink,twitterlink,youtubelink
569,107803389RR0001,WWW.OSAC.CA,Valid,http://www.facebook.com/pages/Organization-of-Saskatchewan-Arts-Councils/111409548917836,,,http://www.youtube.com/playlist?list=PLAWdUj8CteqPV9_CGfKBaVAdIOxmWN8S_
570,107803504RR0001,WWW.SCHOOLCAR.CA,Valid,,,,
571,107803546RR0001,BBBSORILLIA.CA,Valid,https://www.facebook.com/bigbrothers.bigsistersorillia,,,
572,107803587RR0001,WWW.ORILLIAPUBLICLIBRARY.CA,Valid,http://www.facebook.com/OrilliaPublicLibrary,,,
573,107803686RR0001,WWW.ORIOLENURSERYSCHOOL.COM,Valid,,,,
574,107804783RR0001,N/A,Invalid,,,,
575,107804825RR0001,WWW.DURHAMRAPECRISISCENTRE.COM,Valid,http://www.facebook.com/DRCCca,,,
576,107804833RR0001,TRULLSROADCHURCH.COM,Valid,,,,
577,107805111RR0001,WWW.OSOYOOSCHILDCARE.COM,Invalid,,,,
578,107805459RR0001,WWW.OTONABEE.COM,Valid,http://www.facebook.com/#!/pages/Otonabee-Conservation/104819386217442,,,http://www.youtube.com/user/OtonabeeConservation
579,107805590RR0001,WWW.OCCL/CA,Invalid,,,,
580,107805632RR0001,www.ociso.org,Valid,http://www.facebook.com/ociso,http://www.linkedin.com/profile/view?trk=hb_tab_pro_top&id=229386541,,http://www.youtube.com/user/OCISOTV
581,107805723RR0001,WWW.RSC-CRS.COM,Valid,,,,
582,107805756RR0002,WWW.OCTC.CA,Valid,https://www.facebook.com/OCTCFoundation,,,http://www.youtube.com/watch?v=vAnMJuekhBI&amp;feature=player_detailpage
583,107805798RR0001,WWW.NCF.CA/OCLS/,Invalid,,,,
584,107805806RR0001,CHRISTIANCOUNSELLINGOTTAWA.CA,Valid,https://www.facebook.com/pages/Christian-Counselling-Ottawa/355568027824996,,,
585,107806010RR0001,WWW.OCAPDD.ON.CA,Valid,,,,
586,107806192RR0001,WWW.OTTAWAMENNONITE.CA,Valid,,,,
587,107806242RR0001,WWW.OMAONLINE.CA,Invalid,,,,
588,107806259RR0001,WWW.UCCANOTTAWA.ORG,Valid,https://www.facebook.com/groups/181841321931195/,,,
589,107806267RR0001,WWW.OTTAWAFIREFIGHTER.ORG/HELPSANTATOYPARADE,Invalid,,,,
590,107806531RR0001,WWW.OTTEWELLCRC.ORG,Invalid,,,,
591,107806556RR0001,WWW.NONDEREAFE.CA/CHURCHES/OTTEWELL-UNITED-CHURCH,Invalid,,,,
592,107807646RR0001,OLOPP.CA,Invalid,,,,
593,107807729RR0001,WWW.OLPHWINNIPEG.CA,Valid,,,,
594,107807836RR0001,N/A,Invalid,,,,
595,107808271RR0001,OURPLACE-CHEZNOUS.CA,Valid,,,,
596,107808362RR0001,WWW.OSLC.ON.CA,Valid,,,,
597,107808396RR0001,WWW.AWESOMEPARISH.ORG,Valid,,,,
598,107808750RR0001,WWW.OUTREACH.CA,Valid,,,,
599,107808990RR0001,WWW.OMF.CA,Valid,,,,
600,107810046RR0001,WWW.AUTISMBC.CA,Valid,http://www.facebook.com/autismbc,,http://www.twitter.com/AutismSocietyBC,
601,107810368RR0001,WWW.PGMBC.COM,Invalid,,,,
602,107810467RR0001,WWW.PLEA.BC.CA,Valid,https://www.facebook.com/pages/PLEA-Community-Services/171217063018888?success=1,,,
603,107810632RR0001,WWW.POSTPARTUM.ORG,Valid,https://www.facebook.com/pages/Pacific-Post-Partum-Support-Society/120735171295360,,,
604,107811465RR0001,WWW.PALGRAVEUNITED.CA,Valid,,,,
605,107811721RR0001,www.palmerstoncrc.com,Valid,,,,
606,107811879RR0001,WWW.PALSPETS.COM,Invalid,,,,
607,107812646RR0001,WWW.VICTORIAPARK.GOSPELHALL.COM,Valid,,,,
608,107813404RR0001,WWW.PERANTSUPPORTCONNECTION.ORG,Invalid,,,,
609,107813446RR0001,WWW.PARENTSUNISREPENTIGNY.QC.CA,Valid,,,,
610,107813503RR0001,HTTP://NONPROFITS.ACCESSCOMM.CA/PAROISSE ST-JEANBAPTISTE,Valid,,,,https://www.youtube.com/watch?v=SKjqnPOkGd4
611,107813867RR0001,HTTP//WWW.STLUKESGONDOLAPOINT.CA,Invalid,,,,
612,107814451RR0001,WWW.STMARKS.CA,Valid,https://www.facebook.com/login.php,,,
613,107814568RR0001,WWW.STTHOMASCHILLIWACK.COM,Valid,https://www.facebook.com/pages/St-Thomas-Anglican-Church-Chilliwack/239142272775337,,,
614,107814584RR0001,WWW.ANNUNCIATIONOFTHEBVM.ORG,Invalid,,,,
615,107814592RR0001,ANNUNCIATIONPARISH.CA,Valid,,,,
616,107814725RR0001,WWW.PARISPRESB.CA,Valid,https://www.facebook.com/paris.presbyterian?fref=ts,,,http://www.youtube.com/user/ParisPresbyterian
617,107814956RR0001,WWW.PCHC.ON.CA,Valid,https://www.facebook.com/ParkdaleCHC,,,
618,107814964RR0001,WWW.PCIC.CA,Valid,,,,
619,107814972RR0001,WWW.PARKDALELEGAL.ORG,Valid,http://www.facebook.com/pages/Parkdale-Community-Legal-Services/185810351443057,,,
620,107815219RR0001,PARKDALEUNITEDCHURCH.COM,Valid,,,,
621,107815250RR0001,WWW.PARKDRIVECHURCH.CA,Valid,,,,
622,107815623RR0001,WWW.PARKLANDCOMMUNIYCHURCH.COM,Invalid,,,,
623,107816076RR0001,WWW.PARKMANOR.CA,Valid,,,,
624,107816845RR0001,WWW.PARKWAYBIBLECHURCH.CA,Valid,,,,
625,107816977RR0001,WWW.PARKWOODGARDENS.CA,Valid,,,,
626,107817082RR0001,PARLCENT.ORG,Valid,https://www.facebook.com/parliamentarycentre,http://www.linkedin.com/company/parliamentarycentre,,
627,107818197RR0001,WWW.BOR-MONTREAL.CA,Valid,,,,
628,107819120RR0001,WWW.HOLYFAMILYTEAM.COM,Valid,,,,
629,107820177RR0001,WWW.PCEIM.CA,Valid,,,,
630,107820433RR0001,WWW.PARTICIPACTION.COM,Valid,,,,
631,107820441RR0001,WWW.PACE-IL.CA,Valid,,,,
632,107820466RR0001,WWW.PARTICIPATIONHOUSEBRANTFORD.ORG,Valid,http://www.facebook.com/ParticipationHouseBrantford,,,
633,107820474RR0001,WWW.ABLELIVING.ORG,Valid,,,,http://www.youtube.com/watch?v=EtD1F1JKJPk
634,107820524RR0001,WWW.TRAVERSEINDEPENDENCE.CA,Valid,http://www.facebook.com/#!/pages/Traverse-Independence/216518321744022,,,
635,107826323RR0001,WWW.PAVILLONDUPARC.QC.CA,Valid,,,,
636,107828360RR0001,WWW.SOURCESBC.CA,Valid,https://www.facebook.com/media/set/?set=a.717330171652765.1073741836.108683099184145&amp;type=1&amp;l=5d568f239f,http://www.linkedin.com/company/sources?trk=hb_tab_compy_id_1341539,,http://www.youtube.com/user/SourcesCommunity/videos?view=1
637,107828519RR0001,HTTP://WWW.PEACEWINDSOR.COM,Valid,,,,
638,107828618RR0001,WWW.PEACESIDNEY.CA,Valid,,,,
639,107828733RR0001,PEACERIVERALLIANCE.CA,Valid,,,,
640,107829111RR0001,WWW.PEARCEWILLIAMS.ORG,Invalid,,,,
641,107829277RR0001,WWW.PEARSONCO-OP.COM,Valid,https://www.facebook.com/PearsonNurserySchool?fref=ts,,,
642,107830606RR0001,WWW.PEELCAREER.COM,Valid,,,,
643,107830648RR0001,WWW.FAMILYEDCENTRE.ORG,Valid,,,,
644,107830689RR0001,WWW.THELEARNINGPLACE.CA,Invalid,,,,
645,107830713RR0001,WWW.WILLIAMOSLERHS.CA,Valid,https://www.facebook.com/pages/William-Osler-Health-System/141981779202408,http://www.linkedin.com/company/william-osler-health-system,http://www.twitter.com/oslerhealth,http://www.youtube.com/user/WilliamOslerTV
646,107830739RR0001,WWW.PEELPENTECOSTAL.ORG,Valid,,,,
647,107831158RR0001,WWW.EDU.PE.CA/PEIHSF/,Valid,,,,
648,107831323RR0001,WWW.PEIRSAC.ORG,Valid,,,,
649,107831539RR0001,WWW.PELHAMFRIENDS.CA,Valid,,,,
650,107832057RR0001,PVPPC.COM,Invalid,,,,
651,107832164RR0002,WWW.PEMREGHOS.ORG,Valid,,,,http://www.youtube.com/user/pembrokeregionalhosp
652,107832271RR0001,WWW.NEWLIFEASSEMBLY.CA,Valid,,,,
653,107833295RR0374,WWW.PAOC.ORG,Valid,http://www.facebook.com/thepaoc,,,http://www.youtube.com/paoctube
654,107833394RR0006,WWW.EVANGELPT.ORG,Valid,https://www.facebook.com/groups/359019359717/,,,
655,107833394RR0013,WWW.EVANGELGANDER.CA,Valid,http://www.facebook.com/groups/500326506663731/,,,
656,107833394RR0017,WWW.FIRSTPENTECOSTALCHURCHCORNERBROOK.COM,Invalid,,,,
657,107833394RR0034,WWW.FAITHCBS.CA,Invalid,,,,
658,107833394RR0040,WWW.CRESTONPENTECOSTAL.ORG,Invalid,,,,
659,107833394RR0071,WWW.ELIM.NF.CA,Valid,,,,
660,107833394RR0072,BETHESDA.NF.CA,Valid,,,,
661,107833394RR0075,WWW://WEB.ME.COM/SPRINGDALEPENT/SPC,Invalid,,,,
662,107833394RR0098,WWW.PPTL.CA,Valid,,,,
663,107833394RR0107,WWW.GLOVERTOWNPENTECOSTAL.ORG,Valid,https://www.facebook.com/fullgospelglovertown,,,
664,107834426RR0001,GLADTIDINGSARNPRIOR.COM,Valid,,,,
665,107834533RR0001,MYWESTSIDE.CA,Valid,,,,
666,107834939RR0001,PENTICTONALLIANCE.ORG,Valid,http://www.facebook.com/home.php?sk=group_178803208806306#!/home.php?sk=group_178803208806306,,,
667,107834988RR0001,WWW.PENTICTONCHRISTIANSCHOOL.CA,Valid,,,,
668,107835068RR0001,WWW.PENTICTONFAITH.COM,Valid,,,,
669,107836686RR0001,WWW.PERTHFAIR.COM,Valid,http://www.facebook.com/perthfair,,http://www.twitter.com/theperthfair,
670,107836694RR0001,WWW.PDHU.ON.CA,Valid,,,,
671,107837262RR0001,WWW.COMMUNITYLIVINGPETERBOROUGH.CA,Valid,,,,http://www.youtube.com/user/CommunityLivingPtbo
672,107837379RR0001,www.pcchu.ca,Valid,http://www.facebook.com/pages/Peterborough-County-City-Health-Unit/292946984088661,,,http://www.youtube.com/user/PCCHUHealthUnit
673,107837551RR0001,WWW.PVNCCDSB.ON.CA,Valid,https://www.facebook.com/PVNCCDSB,,,http://www.youtube.com/pvncc
674,107837643RR0001,WWW.WHYTE.ORG,Valid,http://www.facebook.com/WhyteMuseum,,,
675,107839359RR0001,WWW.PETERPANPRESCHOOL.CA,Valid,,,,
676,107840316RR0001,WWW.PETITCODIACMENNONITECHURCH.ORG,Valid,,,,
677,107840662RR0001,STPAULSUNITEDPETROLIA.COM,Invalid,,,,
678,107842726RR0001,PSIFOUNDATION.ORG,Valid,http://www.facebook.com/pages/PSI-Foundation/471879289534738,,,
679,107843336RR0001,WWW.PARL.NS.CA,Valid,http://www.facebook.com/pages/The-Peoples-Place-Antigonish-Town-and-County-Library/124418494313435,,http://www.twitter.com/parlevents,http://www.youtube.com/watch?v=34RRUpMQspc
680,107843724RR0001,WWW.PIERCELANDRECREATION.CA,Valid,,,,
681,107845133RR0001,WWW.PILGRIMLUTHERANCHURCH.CA,Valid,,,,
682,107845174RR0001,WWW.PILGRIMUNITEDCHURCH.CA,Invalid,,,,
683,107845737RR0001,WWW.PINEGROVEBAPTIST.CA,Valid,,,,
684,107845901RR0001,WWW.PINELANDBAPTIST.COM,Valid,http://www.facebook.com/pinelandchurch,,http://www.twitter.com/pinelandchurch,
685,107846255RR0001,PINEVIEWALLIANCE.CA,Valid,,,,
686,107846552RR0001,WWW.EXPORAIL.ORG,Valid,http://www.facebook.com/Exporail,,,http://www.youtube.com/results?search_type=videos&amp;search_query=exporail+mus%C3%A9e&amp;uni=3
687,107846800RR0001,WWW.ASSINOBOINE-RHA.CA,Invalid,,,,
688,107846818RR0001,WWW.PIONEERMEMORIALUNITED.COM,Valid,http://www.facebook.com/people/Pioneer-Memorial-Pmuc/100003213971231,,,
689,107847568RR0001,PLACEMENTPOTENTIAL.com,Invalid,,,,
690,107848129RR0001,WWW.COMMUNITYLIVINGBELLEVILLE.ORG,Valid,http://www.facebook.com/pages/Community-Living-Belleville-and-Area/301710343214446,,,
691,107848236RR0001,SEXUALHEALTHACCESS.ORG,Invalid,,,,
692,107848251RR0001,WWW.OPTIONSSEXUALHEALTH.CA,Valid,,,,
693,107848269RR0001,OPTIONSFORSEXUALHEALTH.ORG,Valid,http://www.facebook.com/optbc,,,
694,107848319RR0001,WWW.CFSH.CA,Valid,,,,
695,107848343RR0001,WWW.SERC.MB.CA,Valid,http://www.facebook.com/sercmb,,,http://www.youtube.com/channel/UCKtK4mwgpnYoRmgpO_IDLAg
696,107848368RR0001,WWW.NLSEXUALHEALTHCENTRE.ORG,Valid,,,,
697,107848434RR0001,WWW.SHCSASKATOON.CA,Valid,,,,
698,107848566RR0001,WWW.PLAST.CA/TORONTO,Valid,,,,
699,107848715RR0001,WWW.PLAYDAYCARE.ORG,Valid,,,,
700,107849101RR0001,WWW.PLAYWRIGHTSGUILD.CA,Valid,,,,
701,107849432RR0001,WWW.PVHS.CA,Valid,,,,
702,107849804RR0001,WWW.SAH.ON.CA,Valid,,,,https://www.youtube.com/user/SaultAreaHospitalYT
703,107850422RR0001,WWW.POINTINC.ORG,Valid,,,,
704,107851776RR0001,WWW.BIGBROTHERSBIGSISTERS.CA/PONOKA/,Valid,,,,
705,107851826RR0001,www.shawvillefair.ca,Valid,http://www.facebook.com/Shawvillefair,,,
706,107852329RR0001,WWW.PACHURCH.CA,Valid,https://www.facebook.com/pages/Portage-Avenue-Church/8460558786,,,
707,107852584RR0001,www.acaws.ca,Valid,,,,
708,107852881RR0001,WWW.PORTCOLBORNECOMMUNITYLIVING.COM,Valid,,,,
709,107852931RR0001,WWW.POCOASSEMBLY.ORG,Valid,,,,
710,107852964RR0001,HAWTHORNECARE.COM,Valid,,,,
711,107853434RR0001,WWW.PORTHOPEUNITEDCHURCH.COM,Valid,,,,
712,107853707RR0001,WWW.PORTNELSONUNITEDCHURCH.COM,Valid,,,,
713,107853715RR0001,WWW.PORTOFFELLOWSHIP.COM,Valid,,,,
714,107854127RR0001,WWW.PORTWALLISUNITEDCHURCH.CA,Valid,,,,
715,107854531RR0001,POUNDMAKER.ORG,Valid,,,,
716,107854622RR0001,WWW.POWASSANUNITED.CA,Valid,,,,
717,107854713RR0001,WWW.POWELLRIVERLIBRARY.CA,Valid,http://www.facebook.com/pages/Powell-River-Public-Library/170400112972465,,,
718,107854788RR0001,POWELLRIVERMUSEUM.CA,Valid,,,,
719,107855116RR0001,WWW.PRAIRIE.EDU,Valid,,,,http://www.youtube.com/prairiecolleges
720,107855165RR0001,WWW.CALLINGLAKES.CA,Valid,,,,
721,107855496RR0001,WWW.MYPFCHURCH.COM,Valid,https://www.facebook.com/praisefellowshipchurch,,,
722,107856114RR0001,WWW.LA-COCCINELLE.CA,Valid,https://www.facebook.com/lacoccinellepreschool,http://www.linkedin.com/company/la-coccinelle-french-immersion-preschool,,
723,107856619RR0001,WWW.PRESBYTERIAN.CA,Invalid,,,,
724,107856619RR0004,KNOXPRESBYTERIANCHURCH-WESTPORT.CA,Invalid,,,,
725,107856619RR0010,WWW.WASAGAPRESBYTERIAN.CA,Invalid,,,,
726,107856619RR0014,WWW.ILOVECAMP.ORG,Valid,,,,
727,107856619RR0015,WWW.PCCWEB.CA/GRACE,Invalid,,,,
728,107856783RR0002,WWW.PRESBYTERIAN.CA,Invalid,,,,
729,107856908RR0001,THEPRESCHOOLCENTRE.COM,Valid,,,,
730,107857146RR0001,WWW.PHTHEATRE.ORG,Valid,http://www.facebook.com/PresentationHouseTheatre,,,http://www.youtube.com/phtheatre
731,107857294RR0001,WWW.PRESTONEARLYLEARNING.CA,Valid,,,,
732,107857765RR0001,WWW.ECOUTESECOURS.COM,Valid,http://www.facebook.com/browse/admined_pages/?id=100002853911926#!/pages/%C3%89coute-Secours/287650691299073,,,
733,107857997RR0001,WWW.PRIMROSEPLACE.ORG,Valid,http://www.facebook.com/Primrose67,,,
734,107858011RR0001,www.princealbertalliance.com,Valid,,,,
735,107858532RR0001,WWW.PECAB.CA,Invalid,,,,
736,107858540RR0001,WAPECCS@KOS.NET,Valid,http://www.facebook.com/pages/Kingston-Online-Services/120301901358202?fref=ts,,,
737,107858763RR0001,WWW.TWORIVERSARTGALLERY.COM,Valid,https://www.facebook.com/tworiversart,,,http://www.youtube.com/user/TwoRiversGalleryBC/videos?flow=grid&view=0
738,107858888RR0001,WWW.PGOS.CA/ACTIVITY,Valid,,,,
739,107859159RR0001,PRINCEOFFAITH.CA,Invalid,,,,
740,107859175RR0001,PEACECHURCH.CA,Valid,,,,
741,107859217RR0001,WWW.POPCAMPUS.CA,Valid,,,,
742,107860108RR0001,WWW.CENTREROLANDBERTRAND.COM,Valid,https://www.facebook.com/profile.php?id=100003118352487,,,
743,107861155RR0001,WWW.PROGRESSPLACE.ORG,Valid,,,,
744,107861270RR0001,WWW.PROJECTLITERACYKELOWNA.ORG,Valid,https://www.facebook.com/pages/Bai-Tong-Thai-Food-Restaurant/483136055053995?id=483136055053995&amp;sk=likes,,,http://www.youtube.com/watch?v=UER0CQLQw10&amp;feature=youtu.be
745,107861296RR0001,WWW.PROJECTNEECHEEWAMINC.COM,Valid,,,,
746,107861338RR0001,WWW.PROJECTSHARE.CA,Valid,https://www.facebook.com/pages/Project-S-H-A-R-E/136606766416948,,,http://www.youtube.com/watch?v=oOdHiRQqk_o
747,107862112RR0001,WWW.MEMORIALCHURCH.CA,Invalid,,,,
748,107862385RR0001,WWW.PROVIDENCECHILDREN.COM,Invalid,,,,
749,107863847RR0004,WWW.AFM.MB.CA,Valid,,,,
750,107863847RR0005,CANCERCARE.MB.CA,Valid,,,,
751,107865735RR0001,WWW.LEGALINFO.ORG,Valid,http://www.facebook.com/LegalSeagull,,,
752,107865743RR0001,WWW.PUBLICLEGALINFO.COM,Valid,,,,
753,107865776RR0001,WWW.PORTCOLBORNELIBRARY.ORG,Valid,http://www.facebook.com/pages/Port-Colborne-ON/Port-Colborne-Public-Library/340178134131?ref=ts,,,http://www.youtube.com/watch?v=1CwOLYp4nZc&amp;feature=channel_video_title
754,107867095RR0001,MARLENECATHRINE@HOTMAIL.COM,Valid,,,,
755,107868002RR0001,S,Invalid,,,,
756,107868135RR0001,QMS.BC.CA,Valid,http://www.facebook.com/pages/Duncan-BC/Queen-Margarets-School/240936919190#!/pages/Duncan-BC/Queen-Margarets-School/240936919190,,,
757,107868200RR0001,WWW.QOA.CA,Valid,,,,
758,107868317RR0001,WWW.QUEENSCOUNTYHERITAGE.COM,Valid,https://www.facebook.com/QCHeritage,,,
759,107868499RR0001,CALGARYWORSHIP.COM,Valid,,,,
760,107868705RR0001,WWW.QUEENSU.CA,Valid,https://www.facebook.com/queensuniversity,,,http://www.youtube.com/QueensUCanada
761,107868762RR0001,WWW.QUEENSWAY.ORG,Valid,https://www.facebook.com/qbcbrantford,,,
762,107868770RR0001,WWW.QCH.ON.CA,Valid,http://www.facebook.com/QueenswayCarletonHospitalFoundation,http://www.linkedin.com/company/queensway-carleton-hospital,,
763,107869075RR0001,N/A,Invalid,,,,
764,107869653RR0001,QUC.CA,Valid,,,,
765,107871584RR0001,WWW.RAINBOWYOUTH.COM,Valid,,,,http://www.youtube.com/watch?v=8irCz2s_1gQ
766,107871790RR0001,RRCA.ON.CA,Valid,http://www.facebook.com/raisinregion,,,
767,107876468RR0010,WWW.RCDIOCESEGRANDFALLS.CA,Valid,,,,
768,107876476RR0006,WWW.DIOCESESSM.ORG,Valid,,,,
769,107876476RR0007,HTTP://STEFAMILLE.DIOCESESM.ORG,Invalid,,,,
770,107876476RR0030,HTTP://OLGOODCOUNSEL.DIOCESESSM.ORG,Invalid,,,,
771,107876476RR0034,HTTP://STJEROME.DIOCESESSM.ORG,Invalid,,,,
772,107876476RR0041,WWW.DIOCESESSM.ORG,Invalid,,,,
773,107876476RR0048,WWW.STANDREWSUDBURY.COM,Valid,,,,
774,107876476RR0052,WWW.STPATRICK.DIOCESSM.ORG,Invalid,,,,
775,107876476RR0061,STKEVINPARISH.CA,Valid,,,,
776,107876476RR0068,WWW.USUDBURY.COM,Valid,,,,
777,107876476RR0083,WWW.DIOCESESSM.ORG,Valid,,,,
778,107877375RR0001,HTTP://WWW.REACHCENTRE.BC.CA/,Valid,,,,
779,107877839RR0001,WWW.REAP-CANADA.COM,Valid,,,,
780,107878183RR0001,WWW.RECOVERYACRESEDMONTON.ORG,Valid,,,,
781,107878415RR0001,WWW.GREENACTIONCENTRE.CA,Valid,,,,
782,107878498RR0001,REDBERRIBIBLECAMP.COM,Invalid,,,,
783,107878563RR0001,HTTP://REDCLIFF.SHORTGRASS.CA/,Valid,https://www.facebook.com/pages/Redcliff-Public-Library/136650276405594,,,http://www.youtube.com/user/MHPublicLibrary
784,107878639RR0001,PARKLANDCLASS.ORG,Valid,,,,
785,107878704RR0001,RDC.AB.CA,Valid,,,,
786,107878761RR0001,WWW.REDDEERARTSCOUNCIL.CA,Valid,https://www.facebook.com/reddeerartscouncil,,,
787,107878787RR0001,WWW.WASKASOOPARK.CA,Valid,http://www.facebook.com/group.php?gid=76141171395,,http://www.twitter.com/naturecentre,http://www.youtube.com/user/NatureCentre?blend=2&amp;ob=video-mustangbase
788,107879215RR0001,WWW.REDEEMERCRC.COM,Valid,,,,
789,107879249RR0001,WWW.REDEEMERLUTHERAN.CA,Valid,,,,
790,107879264RR0001,WWW.REDEEMERBRAMPTON.COM,Invalid,,,,
791,107879355RR0001,HTTP://WWW.REDEERMERLCC.CA/,Invalid,,,,
792,107879462RR0001,WWW.REDEEMERCOALDALE.ORG,Invalid,,,,
793,107879546RR0001,REDEEMER.SASKTELWEBSITE.NET,Invalid,,,,
794,107879827RR0001,WWW.RLIFC.CA,Valid,,,,
795,107880031RR0002,WWW.RRVSD.CA,Valid,,,,
796,107880163RR0001,WWW.REACHACROSS.NET,Valid,,,,
797,107880874RR0001,WWW.REGALROAD.NET,Valid,,,,
798,107880924RR0001,REPAC.ORG,Valid,,,,
799,107881039RR0001,WWW.REGENT-COLLEGE.EDU,Valid,http://www.facebook.com/regentcollege,http://www.linkedin.com/company/regent-college,,http://www.youtube.com/user/underthegreenroof
800,107881799RR0001,CORNERSTONEBAPTISTCHURCH.CA,Valid,,,,
801,107881872RR0001,WWW.REGINACHRISTIANSCHOOL.ORG,Valid,https://www.facebook.com/pages/Regina-Christian-School/227720907255973,,,
802,107882433RR0001,WWW.REGINAPLAINSMUSEUM.COM,Valid,http://www.facebook.com/profile.php?ref=profile&id=604872789,,http://www.twitter.com/regplainsmuseum,
803,107882524RR0001,WWW.RCSD.CA,Valid,,,,
804,107882573RR0001,WWW.REGINASENIORCITIZENSCENTRE.CA,Valid,,,,
805,107882623RR0001,WWW.REGINASUMMERSTAGE.COM,Valid,http://www.facebook.com/busybeecleaners,,,http://www.youtube.com/user/reginasummerstage
806,107883571RR0003,RAAQ.QC.CA,Valid,,,,
807,107883910RR0001,REHABILITATIONDEBEAUCE.COM,Valid,,,,
808,107883928RR0001,WWW.MARCHOFDIMES.CA,Valid,http://www.facebook.com/marchofdimescanada,,,http://www.youtube.com/user/marchofdimescda
809,107883985RR0001,ABILITYRESOURCE.CA,Valid,,,,
810,107884074RR0001,WWW.FRESHSTARTMATERNITY.COM,Valid,,,,
811,107885451RR0001,RENASCENCEHOMES.COM,Invalid,,,,
812,107886087RR0001,WWW.RCCDSB.EDU.ON.CA,Valid,,,,
813,107886129RR0001,WWW.RENFREWEDUCATION.ORG,Valid,https://www.facebook.com/pages/Renfrew-Educational-Services/62176705325,,,
814,107886145RR0001,WWW.RENFREWMUSEUM.CA.,Valid,,,,
815,107886780RR0001,HTTP://RAME-ESTRIE.ORG,Valid,http://www.facebook.com/page.RAME,,,
816,107888539RR0001,WWW.RESIDENCESDELAPROVIDENCE.COM,Valid,,,,
817,107889461RR0001,WWW.HAVENGROUP.CA,Valid,,,,
818,107889735RR0001,WWW.RLCHURCH.CA,Valid,,,,
819,107889768RR0001,WWW.RESURRECTIONLUTHERANCHURCH.CA,Valid,,,,
820,107890139RR0001,WWW.GESSTWOODCAMP.COM,Valid,,,,
821,107890386RR0001,WWW.COMMUNITY-CONNECTIONS.CA,Valid,,,,
822,107890444RR0001,WWW.REVELSTOKEMUSEUM.CA,Valid,https://www.facebook.com/pages/Revelstoke-Museum-Archives/144528853796,,,
823,107894883RR0001,WWW.RICHMONDARTGALLERY.ORG,Valid,http://www.facebook.com/RichmondArtGalleryBC,,,https://www.youtube.com/watch?v=DIUcvqT0Whw&amp;list=UUplnZxpHadI0dqe7u9syptg
824,107894917RR0001,WWW.RICHMONDBETHEL.CA,Valid,,,,
825,107894982RR0001,WWW.RCEFC.ORG,Valid,,,,
826,107895021RR0001,WWW.RICHMONDCHRISTIAN.CA,Valid,,,,
827,107895088RR0001,WWW.RICHMONDMUSICSCHOOL.CA,Valid,,,,
828,107895179RR0001,www.richmondfamilyplace.ca,Valid,http://www.facebook.com/richmondfamilyplace,,,
829,107895252RR0001,RHPC@RHPC.NET,Valid,,,,
830,107895484RR0001,WWW.RICHPRES.COM,Valid,,,,
831,107895591RR0001,WWW.RSCL.ORG,Valid,https://www.facebook.com/pages/Richmond-Society-for-Community-Living/125201840847163,,,
832,107895674RR0001,RICHMONDWOMENSCENTRE.BC.CA,Valid,https://www.facebook.com/pages/Richmond-Womens-Resource-Centre/361252827225367,,,
833,107896136RR0001,WWW.RVCA.CA,Valid,,,,
834,107896391RR0001,WWW.RIDGEWOODCHURCHONLINE.COM,Invalid,,,,
835,107896599RR0001,WWW.KWRTL.CA,Valid,,,,http://www.youtube.com/watch?v=fKyljukBE70&t=1m57s
836,107897449RR0001,WWW.RITZLUTHERANVILLA.COM,Valid,,,,
837,107897555RR0001,WWW.RIVERBENDLUTHERAN.COM,Valid,http://www.facebook.com/riverbendlutheran,,,
838,107897571RR0001,HTTP://WWW.RIVERBENDUNITED.CA,Invalid,,,,
839,107897811RR0001,WWW.REMB.CA,Valid,,,,
840,107898470RR0001,WWW.RIVERSIDEUNITEDOTTAWA.CA,Valid,,,,
841,107898561RR0001,WWW.RIVERTONFC.COM,Valid,,,,
842,107898637RR0001,WWW.RVWC.CA,Valid,,,,
843,107898801RR0001,HTTP://RIVERVIEWBAPTIST.CA,Valid,,,,
844,107905275RR0001,WWW.RWUC.ORG,Valid,,,,
845,107906091RR0001,WWW.ROBINHOODASSOC.COM,Invalid,,,,
846,107906851RR0001,WWW.ROCKCHURCH.CA,Valid,,,,
847,107906893RR0001,WWW.ROCKCREEKMEDICAL.CA,Valid,,,,
848,107906935RR0001,ROCKFIELDCHURCH.COM,Valid,http://www.facebook.com/pages/Rockfield-Church/269247439864697,,,
849,107907164RR0001,WWW.ROCKOFAGESSK.ORG,Valid,,,,
850,107907685RR0001,WWW.WRDS.CA,Invalid,,,,
851,107907750RR0001,ROCKYVIEW.AB.CA,Invalid,,,,
852,107909913RR0001,WWW.ARCHWINNIPEG.CA,Valid,http://www.facebook.com/ArchdioceseOfWinnipeg,,,http://www.youtube.com/user/ArchWinnipeg
853,107909939RR0003,WWW.STMICHAELSPINCHERCREEK.CATHOLICWEB.COM,Valid,,,,
854,107909939RR0005,WWW.ASCENSIONPARISH.CA,Valid,https://www.facebook.com/calgarydiocese,,,
855,107909939RR0007,MEMBERS.SHAW.CA/HOLYTRINITYCHURCH,Invalid,,,,
856,107909939RR0009,SACREDHEARTCALGARY.CA,Valid,http://www.facebook.com/pages/Sacred-Heart-Church/102070196526547?sk=wall,,,
857,107909939RR0015,MYOLPH.ORG,Valid,,,,
